it,temp,actualQ,bestQ,p
62550000,2.71803,4328.9,4501.89,1
62560000,2.71088,4327.9,4501.89,0.01
62570000,2.70372,4327.9,4501.89,0
62580000,2.69657,4328.9,4501.89,1
62590000,2.68942,4328.9,4501.89,0
62600000,2.68227,4328.9,4501.89,0
62610000,2.67511,4328.9,4501.89,0
62620000,2.66796,4328.9,4501.89,0.01
62630000,2.66081,4328.9,4501.89,0
62640000,2.65366,4328.9,4501.89,1
62650000,2.6465,4328.9,4501.89,0.01
62660000,2.63935,4328.9,4501.89,0
62670000,2.6322,4328.9,4501.89,1
62680000,2.62505,4328.9,4501.89,0
62690000,2.61789,4328.9,4501.89,0
62700000,2.61074,4328.9,4501.89,0
62710000,2.60359,4328.9,4501.89,0
62720000,2.59644,4328.9,4501.89,0
62730000,2.58928,4328.9,4501.89,0
62740000,2.58213,4327.9,4501.89,0.01
62750000,2.57498,4328.9,4501.89,1
62760000,2.56782,4328.9,4501.89,0
62770000,2.56067,4328.9,4501.89,1
62780000,2.55352,4328.9,4501.89,0
62790000,2.54637,4328.9,4501.89,0
62800000,2.53921,4328.9,4501.89,0
62810000,2.53206,4328.9,4501.89,0
62820000,2.52491,4328.9,4501.89,0.01
62830000,2.51776,4328.9,4501.89,0
62840000,2.5106,4327.9,4501.89,0
62850000,2.50345,4327.9,4501.89,0
62860000,2.49753,4328.9,4501.89,0
62870000,2.49276,4328.9,4501.89,0
62880000,2.488,4328.9,4501.89,0
62890000,2.48323,4328.9,4501.89,0.01
62900000,2.47846,4328.9,4501.89,0
62910000,2.47369,4328.9,4501.89,0
62920000,2.46892,4328.9,4501.89,0
62930000,2.46415,4328.9,4501.89,0
62940000,2.45939,4328.9,4501.89,0
62950000,2.45462,4328.9,4501.89,1
62960000,2.44985,4328.9,4501.89,0
62970000,2.44508,4327.9,4501.89,0
62980000,2.44031,4328.9,4501.89,0.01
62990000,2.43554,4328.9,4501.89,0
63000000,2.43078,4328.9,4501.89,0.01
63010000,2.42601,4328.9,4501.89,1
63020000,2.42124,4328.9,4501.89,0
63030000,2.41647,4328.9,4501.89,0
63040000,2.4117,4328.9,4501.89,0
63050000,2.40693,4328.9,4501.89,0
63060000,2.40217,4328.9,4501.89,0
63070000,2.3974,4328.9,4501.89,1
63080000,2.39263,4328.9,4501.89,0.01
63090000,2.38786,4328.9,4501.89,0
63100000,2.38309,4328.9,4501.89,0
63110000,2.37832,4328.9,4501.89,0
63120000,2.37356,4328.9,4501.89,0
63130000,2.36879,4328.9,4501.89,0
63140000,2.36402,4328.9,4501.89,1
63150000,2.35925,4328.9,4501.89,0
63160000,2.35448,4328.9,4501.89,0.01
63170000,2.34971,4328.9,4501.89,0
63180000,2.34494,4328.9,4501.89,0
63190000,2.34018,4328.9,4501.89,0
63200000,2.33541,4328.9,4501.89,0
63210000,2.33064,4328.9,4501.89,0
63220000,2.32587,4327.9,4501.89,0
63230000,2.3211,4328.9,4501.89,0
63240000,2.31633,4328.9,4501.89,0
63250000,2.31157,4328.9,4501.89,0
63260000,2.3068,4328.9,4501.89,0.01
63270000,2.30203,4328.9,4501.89,0
63280000,2.29726,4328.9,4501.89,0
63290000,2.29249,4328.9,4501.89,0.01
63300000,2.28772,4328.9,4501.89,0
63310000,2.28296,4328.9,4501.89,0
63320000,2.27819,4328.9,4501.89,1
63330000,2.27342,4328.9,4501.89,0
63340000,2.26865,4327.9,4501.89,0.01
63350000,2.26388,4328.9,4501.89,0.01
63360000,2.25911,4328.9,4501.89,0.01
63370000,2.25435,4328.9,4501.89,0
63380000,2.24958,4328.9,4501.89,1
63390000,2.24481,4328.9,4501.89,1
63400000,2.24004,4328.9,4501.89,0
63410000,2.23527,4328.9,4501.89,0.01
63420000,2.2305,4328.9,4501.89,0.01
63430000,2.22574,4328.9,4501.89,0
63440000,2.22097,4328.9,4501.89,0
63450000,2.2162,4328.9,4501.89,0
63460000,2.21143,4328.9,4501.89,1
63470000,2.20666,4328.9,4501.89,0.01
63480000,2.20189,4328.9,4501.89,0
63490000,2.19713,4328.9,4501.89,0.01
63500000,2.19236,4328.9,4501.89,0
63510000,2.18759,4328.9,4501.89,0
63520000,2.18282,4328.9,4501.89,0.02
63530000,2.17805,4328.9,4501.89,0
63540000,2.17328,4327.9,4501.89,0
63550000,2.16852,4327.9,4501.89,0
63560000,2.16375,4327.9,4501.89,0
63570000,2.15898,4327.9,4501.89,0.01
63580000,2.15421,4327.9,4501.89,0.01
63590000,2.14944,4327.9,4501.89,0.01
63600000,2.14467,4327.9,4501.89,0.01
63610000,2.1399,4327.9,4501.89,0.01
63620000,2.13514,4327.9,4501.89,0.01
63630000,2.13037,4327.9,4501.89,0
63640000,2.1256,4327.9,4501.89,0
63650000,2.12083,4327.9,4501.89,0
63660000,2.11606,4327.9,4501.89,0
63670000,2.11129,4327.9,4501.89,1
63680000,2.10653,4327.9,4501.89,0
63690000,2.10176,4327.9,4501.89,0
63700000,2.09699,4327.9,4501.89,0.01
63710000,2.09222,4327.9,4501.89,0.01
63720000,2.08745,4327.9,4501.89,0.01
63730000,2.08268,4327.9,4501.89,0
63740000,2.07792,4327.9,4501.89,1
63750000,2.07315,4327.9,4501.89,1
63760000,2.06838,4327.9,4501.89,0
63770000,2.06361,4327.9,4501.89,0
63780000,2.05884,4327.9,4501.89,0
63790000,2.05407,4327.9,4501.89,0
63800000,2.04931,4327.9,4501.89,0.01
63810000,2.04454,4327.9,4501.89,0
63820000,2.03977,4327.9,4501.89,0
63830000,2.035,4327.9,4501.89,0
63840000,2.03023,4327.9,4501.89,0.01
63850000,2.02546,4327.9,4501.89,0
63860000,2.0207,4326.9,4501.89,0.01
63870000,2.01593,4327.9,4501.89,0
63880000,2.01116,4327.9,4501.89,0
63890000,2.00639,4327.9,4501.89,0.01
63900000,2.00162,4327.9,4501.89,0
63910000,1.99685,4327.9,4501.89,0
63920000,1.99209,4327.9,4501.89,1
63930000,1.98732,4327.9,4501.89,0
63940000,1.98255,4327.9,4501.89,0
63950000,1.97778,4327.9,4501.89,1
63960000,1.97301,4327.9,4501.89,0.01
63970000,1.96824,4327.9,4501.89,0.01
63980000,1.96348,4327.9,4501.89,0.01
63990000,1.95871,4327.9,4501.89,0.01
64000000,1.95394,4327.9,4501.89,0
64010000,79.8474,3189.01,4501.89,0.84
64020000,79.6948,3152.46,4501.89,0.04
64030000,79.5423,3065.76,4501.89,1.77
64040000,79.3897,2808.79,4501.89,1.34
64050000,79.2371,2690.29,4501.89,1.04
64060000,79.0845,2833.64,4501.89,1.01
64070000,78.9319,2781.9,4501.89,1.97
64080000,78.7793,2845.12,4501.89,0.25
64090000,78.6267,3008.08,4501.89,1.19
64100000,78.4741,3246.79,4501.89,0.51
64110000,78.3215,2805.92,4501.89,1.35
64120000,78.169,3107.69,4501.89,1.27
64130000,78.0164,3163.23,4501.89,0.98
64140000,77.8638,3357.76,4501.89,0.37
64150000,77.7112,3009.56,4501.89,2.34
64160000,77.5586,3026.1,4501.89,0.98
64170000,77.406,2919.36,4501.89,0.78
64180000,77.2534,3246.28,4501.89,1.44
64190000,77.1008,3424.72,4501.89,0.49
64200000,76.9483,3329.59,4501.89,1.05
64210000,76.7957,3077.29,4501.89,0.84
64220000,76.6431,3120.66,4501.89,0.6
64230000,76.4905,3213.72,4501.89,1.1
64240000,76.3379,2999.34,4501.89,1.02
64250000,76.1853,4140.25,4501.89,0.03
64260000,76.0327,4190.22,4501.89,1
64270000,75.8801,4152.98,4501.89,0.77
64280000,75.7276,4187.42,4501.89,2.53
64290000,75.575,4225.4,4501.89,0.01
64300000,75.4224,4232.23,4501.89,0.01
64310000,75.2698,4213.77,4501.89,1
64320000,75.1172,4205.49,4501.89,0.01
64330000,74.9646,4173.04,4501.89,0.01
64340000,74.812,4294.52,4501.89,0.01
64350000,74.6594,4315.52,4501.89,1
64360000,74.5069,4290.64,4501.89,0.01
64370000,74.3543,4270.52,4501.89,0.88
64380000,74.2017,4244.33,4501.89,0.01
64390000,74.0491,4298.52,4501.89,1.32
64400000,73.8965,4263.94,4501.89,0.01
64410000,73.7439,4306.52,4501.89,0.01
64420000,73.5913,4319.52,4501.89,0.01
64430000,73.4387,4278.81,4501.89,0.02
64440000,73.2861,4214.11,4501.89,0.01
64450000,73.1336,4290.52,4501.89,0.02
64460000,72.981,4296.52,4501.89,1
64470000,72.8284,4308.52,4501.89,1.15
64480000,72.6758,4291.52,4501.89,0.01
64490000,72.5232,4263.21,4501.89,0.01
64500000,72.3706,4288.77,4501.89,0.01
64510000,72.218,4250.94,4501.89,1
64520000,72.0654,4295.52,4501.89,0.01
64530000,71.9129,4253.81,4501.89,0.5
64540000,71.7603,4304.52,4501.89,0.01
64550000,71.6077,4299.52,4501.89,0.01
64560000,71.4551,4281.81,4501.89,1
64570000,71.3025,4319.52,4501.89,1
64580000,71.1499,4293.81,4501.89,0.01
64590000,70.9973,4288.81,4501.89,0.01
64600000,70.8447,4254.52,4501.89,0.01
64610000,70.6922,4292.81,4501.89,0.01
64620000,70.5396,4298.52,4501.89,0.01
64630000,70.387,4252.52,4501.89,2.71
64640000,70.2344,4280.52,4501.89,0.01
64650000,70.0818,4237.98,4501.89,0.01
64660000,69.9292,4292.52,4501.89,0.21
64670000,69.7766,4270.81,4501.89,1
64680000,69.624,4294.98,4501.89,0.01
64690000,69.4715,4294.52,4501.89,0.01
64700000,69.3189,4283.52,4501.89,0.87
64710000,69.1663,4285.81,4501.89,0.01
64720000,69.0137,4258.77,4501.89,0.01
64730000,68.8611,4251.21,4501.89,0.01
64740000,68.7085,4310.52,4501.89,0.01
64750000,68.5559,4294.52,4501.89,0.01
64760000,68.4033,4318.52,4501.89,0.01
64770000,68.2507,4276.52,4501.89,0.01
64780000,68.0982,4306.52,4501.89,0.03
64790000,67.9456,4263.52,4501.89,1
64800000,67.793,4320.52,4501.89,0.01
64810000,67.6404,4291.52,4501.89,0.01
64820000,67.4878,4281.52,4501.89,0.09
64830000,67.3352,4263.81,4501.89,2.44
64840000,67.1826,4286.52,4501.89,0.02
64850000,67.03,4300.52,4501.89,0.01
64860000,66.8775,4309.52,4501.89,0.01
64870000,66.7249,4263.52,4501.89,0.01
64880000,66.5723,4268.81,4501.89,0.01
64890000,66.4197,4256.81,4501.89,0.01
64900000,66.2671,4287.52,4501.89,0.03
64910000,66.1145,4306.52,4501.89,0.06
64920000,65.9619,4302.52,4501.89,0.01
64930000,65.8093,4263.64,4501.89,0.01
64940000,65.6568,4252.64,4501.89,0.01
64950000,65.5042,4227.06,4501.89,0.02
64960000,65.3516,4306.52,4501.89,0.01
64970000,65.199,4277.52,4501.89,0.01
64980000,65.0464,4289.52,4501.89,0.01
64990000,64.8938,4303.52,4501.89,1
65000000,64.7412,4267.92,4501.89,1
65010000,64.5886,4263.92,4501.89,0.34
65020000,64.4361,4263.92,4501.89,0.01
65030000,64.2835,4287.52,4501.89,0.01
65040000,64.1309,4256.52,4501.89,0.01
65050000,63.9783,4241.92,4501.89,0.01
65060000,63.8257,4264.52,4501.89,0.01
65070000,63.6731,4270.53,4501.89,0.21
65080000,63.5205,4283.52,4501.89,0.01
65090000,63.3679,4281.52,4501.89,1
65100000,63.2153,4295.52,4501.89,0.25
65110000,63.0628,4271.52,4501.89,0.01
65120000,62.9102,4258.81,4501.89,0.01
65130000,62.7576,4288.52,4501.89,0.33
65140000,62.605,4296.52,4501.89,0.01
65150000,62.4524,4255.53,4501.89,1
65160000,62.2998,4260.53,4501.89,1
65170000,62.1472,4286.68,4501.89,0.01
65180000,61.9946,4261.1,4501.89,0.01
65190000,61.8421,4287.49,4501.89,4.29
65200000,61.6895,4278.49,4501.89,0.01
65210000,61.5369,4266.49,4501.89,0.01
65220000,61.3843,4290.67,4501.89,0.01
65230000,61.2317,4245.87,4501.89,0.01
65240000,61.0791,4275.41,4501.89,0.01
65250000,60.9265,4292.41,4501.89,0.01
65260000,60.7739,4286.52,4501.89,0.01
65270000,60.6214,4265.54,4501.89,0.01
65280000,60.4688,4261.52,4501.89,0.1
65290000,60.3162,4280.75,4501.89,0.01
65300000,60.1636,4251.59,4501.89,0.01
65310000,60.011,4270.41,4501.89,0.01
65320000,59.8584,4282.41,4501.89,0.23
65330000,59.7058,4281.75,4501.89,0.01
65340000,59.5532,4295.52,4501.89,0.01
65350000,59.4007,4266.52,4501.89,0.01
65360000,59.2481,4316.52,4501.89,0.01
65370000,59.0955,4290.52,4501.89,0.01
65380000,58.9429,4277.41,4501.89,0.01
65390000,58.7903,4316.52,4501.89,0.01
65400000,58.6377,4291.52,4501.89,0.01
65410000,58.4851,4255.99,4501.89,0.01
65420000,58.3325,4271.67,4501.89,1
65430000,58.1799,4253.86,4501.89,0.01
65440000,58.0274,4274.41,4501.89,0.01
65450000,57.8748,4281.41,4501.89,1
65460000,57.7222,4285.41,4501.89,0.01
65470000,57.5696,4267.59,4501.89,1
65480000,57.417,4295.52,4501.89,0.03
65490000,57.2644,4292.41,4501.89,0.01
65500000,57.1118,4321.52,4501.89,0.01
65510000,56.9592,4269.52,4501.89,0.01
65520000,56.8067,4236.57,4501.89,1.2
65530000,56.6541,4287.41,4501.89,0.01
65540000,56.5015,4285.59,4501.89,0.01
65550000,56.3489,4279.59,4501.89,0.02
65560000,56.1963,4266.75,4501.89,0.01
65570000,56.0437,4252.52,4501.89,0.01
65580000,55.9183,4301.52,4501.89,0.01
65590000,55.8039,4293.41,4501.89,0.01
65600000,55.6895,4306.52,4501.89,0.01
65610000,55.575,4269.41,4501.89,0.01
65620000,55.4606,4293.52,4501.89,0.01
65630000,55.3461,4259.52,4501.89,0.84
65640000,55.2317,4288.41,4501.89,5.11
65650000,55.1173,4251.92,4501.89,0.01
65660000,55.0028,4280.41,4501.89,0.01
65670000,54.8884,4298.52,4501.89,0.01
65680000,54.7739,4272.52,4501.89,1
65690000,54.6595,4257.99,4501.89,0.01
65700000,54.5451,4280.52,4501.89,0.84
65710000,54.4306,4281.99,4501.89,1
65720000,54.3162,4273.54,4501.89,0.01
65730000,54.2017,4296.41,4501.89,0.01
65740000,54.0873,4268.86,4501.89,0.01
65750000,53.9728,4290.52,4501.89,3.66
65760000,53.8584,4291.52,4501.89,1
65770000,53.744,4268.52,4501.89,0.11
65780000,53.6295,4295.52,4501.89,0.01
65790000,53.5151,4261.41,4501.89,0.01
65800000,53.4006,4289.86,4501.89,0.08
65810000,53.2862,4285.41,4501.89,0.01
65820000,53.1718,4281.86,4501.89,0.83
65830000,53.0573,4280.41,4501.89,0.27
65840000,52.9429,4285.86,4501.89,0.27
65850000,52.8284,4257.86,4501.89,0.01
65860000,52.714,4284.41,4501.89,0.01
65870000,52.5996,4249.02,4501.89,0.39
65880000,52.4851,4251.99,4501.89,0.01
65890000,52.3707,4265.41,4501.89,0.01
65900000,52.2562,4289.41,4501.89,0.01
65910000,52.1418,4246.86,4501.89,1
65920000,52.0274,4306.52,4501.89,1
65930000,51.9129,4279.52,4501.89,0.01
65940000,51.7985,4266.32,4501.89,0.01
65950000,51.684,4302.52,4501.89,1.22
65960000,51.5696,4239.18,4501.89,0.01
65970000,51.4551,4307.52,4501.89,0.01
65980000,51.3407,4269.98,4501.89,0.01
65990000,51.2263,4287.41,4501.89,0.01
66000000,51.1118,4309.52,4501.89,1
66010000,50.9974,4306.86,4501.89,0.01
66020000,50.8829,4288.86,4501.89,0.68
66030000,50.7685,4283.52,4501.89,0.01
66040000,50.6541,4304.52,4501.89,1
66050000,50.5396,4317.52,4501.89,1
66060000,50.4252,4307.52,4501.89,0.03
66070000,50.3107,4298.52,4501.89,0.01
66080000,50.1963,4317.52,4501.89,0.01
66090000,50.0819,4290.52,4501.89,0.01
66100000,49.9674,4297.52,4501.89,0.01
66110000,49.853,4290.52,4501.89,0.01
66120000,49.7385,4276.52,4501.89,0.01
66130000,49.6241,4290.52,4501.89,0.01
66140000,49.5097,4299.52,4501.89,0.01
66150000,49.3952,4263.87,4501.89,1
66160000,49.2808,4267.75,4501.89,0.01
66170000,49.1663,4244.52,4501.89,0.01
66180000,49.0519,4262.65,4501.89,0.03
66190000,48.9374,4296.52,4501.89,0.01
66200000,48.823,4298.52,4501.89,0.67
66210000,48.7086,4265.41,4501.89,0.01
66220000,48.5941,4307.86,4501.89,0.01
66230000,48.4797,4277.52,4501.89,0.01
66240000,48.3652,4287.52,4501.89,0.82
66250000,48.2508,4278.82,4501.89,0.01
66260000,48.1364,4277.86,4501.89,0.01
66270000,48.0219,4278.79,4501.89,1
66280000,47.9075,4284.97,4501.89,0.01
66290000,47.793,4253.66,4501.89,0.24
66300000,47.6786,4314.52,4501.89,0.01
66310000,47.5642,4309.52,4501.89,0.01
66320000,47.4497,4293.52,4501.89,0.01
66330000,47.3353,4253.52,4501.89,0.01
66340000,47.2208,4283.81,4501.89,0.01
66350000,47.1064,4304.52,4501.89,0.01
66360000,46.992,4307.52,4501.89,0.01
66370000,46.8775,4301.52,4501.89,0.81
66380000,46.7631,4316.52,4501.89,0.01
66390000,46.6486,4296.52,4501.89,0.01
66400000,46.5342,4317.52,4501.89,1
66410000,46.4197,4303.52,4501.89,0.01
66420000,46.3053,4280.11,4501.89,0.01
66430000,46.1909,4280.53,4501.89,0.01
66440000,46.0764,4316.52,4501.89,1
66450000,45.962,4319.52,4501.89,0.01
66460000,45.8475,4294.52,4501.89,0.15
66470000,45.7331,4318.52,4501.89,0.01
66480000,45.6187,4301.52,4501.89,0.81
66490000,45.5042,4314.52,4501.89,0.01
66500000,45.3898,4285.52,4501.89,0.01
66510000,45.2753,4300.52,4501.89,0.01
66520000,45.1609,4299.52,4501.89,0.09
66530000,45.0465,4302.52,4501.89,1
66540000,44.932,4286.52,4501.89,0.01
66550000,44.8176,4295.52,4501.89,0.01
66560000,44.7031,4278.52,4501.89,1
66570000,44.5887,4303.52,4501.89,1
66580000,44.4743,4271.92,4501.89,0.8
66590000,44.3598,4280.92,4501.89,0.01
66600000,44.2454,4275.92,4501.89,1
66610000,44.1309,4271.92,4501.89,0.01
66620000,44.0165,4308.52,4501.89,0
66630000,43.902,4300.52,4501.89,1
66640000,43.7876,4284.52,4501.89,0.01
66650000,43.6732,4300.52,4501.89,0.11
66660000,43.5587,4273.81,4501.89,0.01
66670000,43.4443,4279.52,4501.89,0.01
66680000,43.3298,4304.52,4501.89,0.01
66690000,43.2154,4292.52,4501.89,0.25
66700000,43.101,4282.52,4501.89,0.01
66710000,42.9865,4286.52,4501.89,0.01
66720000,42.8721,4271.52,4501.89,0.32
66730000,42.7576,4310.52,4501.89,0.01
66740000,42.6432,4271.52,4501.89,0.01
66750000,42.5288,4302.52,4501.89,0.01
66760000,42.4143,4294.52,4501.89,0.01
66770000,42.2999,4299.52,4501.89,0.01
66780000,42.1854,4287.52,4501.89,1
66790000,42.071,4309.52,4501.89,1
66800000,41.9566,4308.52,4501.89,0.1
66810000,41.8421,4283.52,4501.89,0.01
66820000,41.7277,4283.52,4501.89,0.01
66830000,41.6132,4283.52,4501.89,0.01
66840000,41.4988,4300.52,4501.89,0.39
66850000,41.3843,4305.52,4501.89,0.01
66860000,41.2699,4290.52,4501.89,0.01
66870000,41.1555,4284.52,4501.89,0.01
66880000,41.041,4292.52,4501.89,0.79
66890000,40.9266,4288.52,4501.89,0.09
66900000,40.8121,4291.52,4501.89,0.3
66910000,40.6977,4300.52,4501.89,0.01
66920000,40.5833,4282.52,4501.89,0.01
66930000,40.4688,4302.52,4501.89,1
66940000,40.3544,4293.52,4501.89,0.01
66950000,40.2399,4294.52,4501.89,0.01
66960000,40.1255,4309.52,4501.89,0.01
66970000,40.0111,4294.52,4501.89,1
66980000,39.9311,4304.52,4501.89,0.01
66990000,39.8548,4302.52,4501.89,0.01
67000000,39.7785,4311.52,4501.89,1.66
67010000,39.7022,4296.52,4501.89,0.01
67020000,39.6259,4274.81,4501.89,0.07
67030000,39.5496,4303.52,4501.89,0.01
67040000,39.4733,4290.52,4501.89,0.01
67050000,39.397,4306.52,4501.89,0.01
67060000,39.3207,4270.8,4501.89,0.07
67070000,39.2444,4268.77,4501.89,0.02
67080000,39.1681,4306.52,4501.89,0.01
67090000,39.0918,4317.52,4501.89,0.01
67100000,39.0155,4308.52,4501.89,0.22
67110000,38.9393,4310.52,4501.89,0.01
67120000,38.863,4314.52,4501.89,0.01
67130000,38.7867,4303.52,4501.89,0.01
67140000,38.7104,4315.52,4501.89,0.01
67150000,38.6341,4318.52,4501.89,1.3
67160000,38.5578,4310.52,4501.89,0.17
67170000,38.4815,4314.52,4501.89,0.01
67180000,38.4052,4304.52,4501.89,0.01
67190000,38.3289,4311.52,4501.89,0.01
67200000,38.2526,4321.52,4501.89,0.05
67210000,38.1763,4314.52,4501.89,0.01
67220000,38.1,4314.52,4501.89,0.77
67230000,38.0237,4316.52,4501.89,0.01
67240000,37.9474,4321.52,4501.89,0
67250000,37.8711,4306.52,4501.89,0.01
67260000,37.7948,4320.52,4501.89,0.02
67270000,37.7186,4313.52,4501.89,0.01
67280000,37.6423,4314.52,4501.89,0.01
67290000,37.566,4309.52,4501.89,0.01
67300000,37.4897,4294.52,4501.89,0.01
67310000,37.4134,4321.52,4501.89,0.01
67320000,37.3371,4310.52,4501.89,0.01
67330000,37.2608,4309.52,4501.89,0.02
67340000,37.1845,4305.52,4501.89,0.01
67350000,37.1082,4322.52,4501.89,0.06
67360000,37.0319,4313.52,4501.89,0.01
67370000,36.9556,4313.52,4501.89,0.01
67380000,36.8793,4320.52,4501.89,1.32
67390000,36.803,4310.52,4501.89,1
67400000,36.7267,4311.52,4501.89,0.01
67410000,36.6504,4275.52,4501.89,0.01
67420000,36.5741,4317.52,4501.89,0.01
67430000,36.4978,4302.52,4501.89,0.77
67440000,36.4216,4323.52,4501.89,0.01
67450000,36.3453,4302.52,4501.89,3.01
67460000,36.269,4312.52,4501.89,0.01
67470000,36.1927,4315.52,4501.89,0.01
67480000,36.1164,4319.52,4501.89,0.01
67490000,36.0401,4301.52,4501.89,0.01
67500000,35.9638,4296.52,4501.89,0.01
67510000,35.8875,4292.81,4501.89,0.05
67520000,35.8112,4323.52,4501.89,0.01
67530000,35.7349,4319.52,4501.89,0.01
67540000,35.6586,4316.52,4501.89,0.01
67550000,35.5823,4320.52,4501.89,0.01
67560000,35.506,4306.52,4501.89,0.01
67570000,35.4297,4307.52,4501.89,0.01
67580000,35.3534,4321.52,4501.89,0.25
67590000,35.2771,4318.52,4501.89,0.01
67600000,35.2009,4278.52,4501.89,0.01
67610000,35.1246,4310.52,4501.89,1
67620000,35.0483,4310.52,4501.89,0.02
67630000,34.972,4299.52,4501.89,0.01
67640000,34.8957,4309.52,4501.89,0.01
67650000,34.8194,4324.52,4501.89,0.57
67660000,34.7431,4321.52,4501.89,0.01
67670000,34.6668,4301.52,4501.89,0.01
67680000,34.5905,4311.52,4501.89,0.01
67690000,34.5142,4326.52,4501.89,0.01
67700000,34.4379,4317.52,4501.89,0.01
67710000,34.3616,4320.52,4501.89,0.01
67720000,34.2853,4318.52,4501.89,0.01
67730000,34.209,4321.52,4501.89,0.01
67740000,34.1327,4330.52,4501.89,0
67750000,34.0564,4320.52,4501.89,0.01
67760000,33.9801,4317.52,4501.89,0.01
67770000,33.9039,4316.52,4501.89,0.01
67780000,33.8276,4322.52,4501.89,0.01
67790000,33.7513,4313.52,4501.89,0.01
67800000,33.675,4324.52,4501.89,0.01
67810000,33.5987,4290.52,4501.89,0.01
67820000,33.5224,4325.52,4501.89,0.01
67830000,33.4461,4303.52,4501.89,0.01
67840000,33.3698,4313.52,4501.89,0.01
67850000,33.2935,4315.52,4501.89,0.01
67860000,33.2172,4324.52,4501.89,0.01
67870000,33.1409,4314.52,4501.89,0.13
67880000,33.0646,4303.52,4501.89,1.36
67890000,32.9883,4320.52,4501.89,0.01
67900000,32.912,4312.52,4501.89,0.01
67910000,32.8357,4318.52,4501.89,0.01
67920000,32.7594,4325.52,4501.89,1.85
67930000,32.6832,4325.52,4501.89,0.01
67940000,32.6069,4320.52,4501.89,0.55
67950000,32.5306,4322.52,4501.89,0.74
67960000,32.4543,4315.52,4501.89,4.67
67970000,32.378,4313.52,4501.89,0.01
67980000,32.3017,4324.52,4501.89,0.74
67990000,32.2254,4301.52,4501.89,0.01
68000000,32.1491,4325.52,4501.89,0.01
68010000,32.0728,4316.52,4501.89,0.01
68020000,31.9965,4324.52,4501.89,0.01
68030000,31.9202,4322.52,4501.89,0.01
68040000,31.8439,4306.52,4501.89,0.01
68050000,31.7676,4323.52,4501.89,0.12
68060000,31.6913,4315.52,4501.89,0.01
68070000,31.615,4317.52,4501.89,0.01
68080000,31.5387,4315.52,4501.89,1
68090000,31.4624,4317.52,4501.89,0.01
68100000,31.3862,4319.52,4501.89,1
68110000,31.3099,4324.52,4501.89,1.9
68120000,31.2336,4312.52,4501.89,0.01
68130000,31.1573,4308.52,4501.89,0
68140000,31.081,4318.52,4501.89,0.03
68150000,31.0047,4302.52,4501.89,0.01
68160000,30.9284,4310.52,4501.89,1
68170000,30.8521,4310.52,4501.89,0.2
68180000,30.7758,4314.52,4501.89,0.01
68190000,30.6995,4317.52,4501.89,0.01
68200000,30.6232,4316.52,4501.89,0.01
68210000,30.5469,4314.52,4501.89,0.01
68220000,30.4706,4317.52,4501.89,1
68230000,30.3943,4317.52,4501.89,0.01
68240000,30.318,4315.52,4501.89,0.01
68250000,30.2417,4329.52,4501.89,7.28
68260000,30.1655,4319.52,4501.89,0.01
68270000,30.0892,4319.52,4501.89,0.37
68280000,30.0129,4317.52,4501.89,0.01
68290000,29.9366,4314.52,4501.89,0.01
68300000,29.8603,4305.52,4501.89,0.01
68310000,29.784,4316.52,4501.89,0.01
68320000,29.7077,4310.52,4501.89,0.03
68330000,29.6314,4324.52,4501.89,0.01
68340000,29.5551,4303.52,4501.89,10.69
68350000,29.4788,4310.52,4501.89,1
68360000,29.4025,4327.52,4501.89,0.19
68370000,29.3262,4313.52,4501.89,0
68380000,29.2499,4326.52,4501.89,0.01
68390000,29.1736,4317.52,4501.89,0.01
68400000,29.0973,4319.52,4501.89,0.01
68410000,29.021,4322.52,4501.89,0.03
68420000,28.9447,4326.52,4501.89,1
68430000,28.8685,4311.52,4501.89,0.01
68440000,28.7922,4319.52,4501.89,1.42
68450000,28.7159,4320.52,4501.89,0.01
68460000,28.6396,4314.52,4501.89,0.01
68470000,28.5633,4311.52,4501.89,0.01
68480000,28.487,4316.52,4501.89,0.01
68490000,28.4107,4293.81,4501.89,0.01
68500000,28.3344,4314.52,4501.89,0.01
68510000,28.2581,4330.52,4501.89,0
68520000,28.1818,4324.52,4501.89,0.01
68530000,28.1055,4323.52,4501.89,0.01
68540000,28.0292,4321.52,4501.89,0.02
68550000,27.9647,4291.52,4501.89,0
68560000,27.9075,4322.52,4501.89,0.01
68570000,27.8503,4323.52,4501.89,1
68580000,27.793,4325.52,4501.89,0.01
68590000,27.7358,4310.52,4501.89,0.01
68600000,27.6786,4325.52,4501.89,0.01
68610000,27.6214,4305.52,4501.89,0.01
68620000,27.5641,4326.52,4501.89,0.01
68630000,27.5069,4314.52,4501.89,1
68640000,27.4497,4318.52,4501.89,0.08
68650000,27.3925,4319.52,4501.89,0.01
68660000,27.3353,4327.52,4501.89,0.01
68670000,27.278,4318.52,4501.89,0.01
68680000,27.2208,4316.52,4501.89,0.01
68690000,27.1636,4319.52,4501.89,0.04
68700000,27.1064,4324.52,4501.89,0.01
68710000,27.0492,4319.52,4501.89,0.7
68720000,26.9919,4311.52,4501.89,0.01
68730000,26.9347,4311.52,4501.89,0.01
68740000,26.8775,4324.52,4501.89,0.01
68750000,26.8203,4325.52,4501.89,0.01
68760000,26.7631,4321.52,4501.89,0.01
68770000,26.7058,4321.52,4501.89,0.01
68780000,26.6486,4327.52,4501.89,0
